"","id","x","y","area","Nhat"
"85",52,3454153.094,-1550598.084,160000,1.5357660844073
"86",51,3454094.878,-1550212.906,160000,1.54753805289551
"87",50,3454179.861,-1549876.003,160000,1.53350011962465
"88",256,3454871.611,-1549809.307,160000,1.41467019209092
"89",255,3454871.611,-1549409.307,160000,1.41543838634996
"90",254,3454880.052,-1549017.163,160000,1.41465013032016
"91",253,3454974.968,-1548708.462,160000,1.39924110338381
"92",157,3454534.54,-1551347.556,160000,1.46639822713548
"93",156,3454490.84,-1550992.431,160000,1.47540103354837
"94",155,3454471.611,-1550609.307,160000,1.48017016012574
"95",154,3454471.611,-1550209.307,160000,1.4814864193233
"96",567,3456071.611,-1550609.307,160000,1.22392668724689
"97",566,3456071.611,-1550209.307,160000,1.2245907516495
"98",565,3456071.611,-1549809.307,160000,1.22512911030642
"99",564,3456071.611,-1549409.307,160000,1.22556819474981
"100",563,3456071.611,-1549009.307,160000,1.22593346065965
"101",562,3456071.611,-1548609.307,160000,1.2262493624843
"102",561,3456071.611,-1548209.307,160000,1.22653948288789
"103",560,3456093.281,-1547887.663,160000,1.22352547586812
"104",575,3456071.611,-1553809.307,160000,1.21213619118979
"105",574,3456071.611,-1553409.307,160000,1.21430794514256
"106",573,3456071.611,-1553009.307,160000,1.21628098682478
"107",572,3456071.611,-1552609.307,160000,1.21804673645464
"108",571,3456071.611,-1552209.307,160000,1.21960483976965
"109",570,3456071.611,-1551809.307,160000,1.22096048649364
"110",569,3456071.611,-1551409.307,160000,1.22212524599152
"111",568,3456071.611,-1551009.307,160000,1.22311025994908
"112",465,3455671.611,-1551009.307,160000,1.2835620982867
"113",464,3455671.611,-1550609.307,160000,1.2845360907321
"114",463,3455671.611,-1550209.307,160000,1.28533640616449
"115",462,3455671.611,-1549809.307,160000,1.28598520355922
"116",461,3455671.611,-1549409.307,160000,1.28651216684676
"117",460,3455671.611,-1549009.307,160000,1.2869470478499
"118",459,3455671.611,-1548609.307,160000,1.2873175480995
"119",458,3455689.897,-1548230.008,160000,1.28478695988352
"120",473,3455816.245,-1554060.939,160000,1.2478875090711
"121",472,3455794.834,-1553826.832,160000,1.25251694636842
"122",471,3455847.519,-1553416.387,160000,1.24711900842581
"123",470,3455784.458,-1552975.371,160000,1.25885563806169
"124",469,3455762.168,-1552623.542,160000,1.26391197025677
"125",468,3455774.746,-1552179.429,160000,1.26393970807027
"126",467,3455723.009,-1551816.787,160000,1.27316803312471
"127",466,3455675.95,-1551403.982,160000,1.28175255253225
"128",1292,3458871.611,-1552209.307,160000,0.858951973695972
"129",1291,3458871.611,-1551809.307,160000,0.859281889538763
"130",1290,3458871.611,-1551409.307,160000,0.85957334032926
"131",1289,3458871.611,-1551009.307,160000,0.859834506537844
"132",1288,3458871.611,-1550609.307,160000,0.860074233218951
"133",1287,3458871.611,-1550209.307,160000,0.860301787327187
"134",1286,3458871.611,-1549809.307,160000,0.86052666457256
"135",1285,3458871.611,-1549409.307,160000,0.860758526212309
"136",1300,3458871.611,-1555409.307,160000,0.8542783612979
"137",1299,3458871.611,-1555009.307,160000,0.855096723801552
"138",1298,3458871.611,-1554609.307,160000,0.855840213744845
"139",1297,3458871.611,-1554209.307,160000,0.856513722867738
"140",1296,3458871.611,-1553809.307,160000,0.857120969443917
"141",1295,3458871.611,-1553409.307,160000,0.857665027164704
"142",1294,3458871.611,-1553009.307,160000,0.858148937180377
"143",1293,3458871.611,-1552609.307,160000,0.858576339767257
"144",1200,3458471.611,-1556609.307,160000,0.894430519662581
"145",1199,3458471.611,-1556209.307,160000,0.895793561004975
"146",1198,3458471.611,-1555809.307,160000,0.897046823080537
"147",1197,3458471.611,-1555409.307,160000,0.89819991369072
"148",1196,3458471.611,-1555009.307,160000,0.899260531185408
"149",1195,3458471.611,-1554609.307,160000,0.900234172337979
"150",1194,3458471.611,-1554209.307,160000,0.901124484921424
"151",1193,3458471.611,-1553809.307,160000,0.901933666847097
"152",1284,3458876.732,-1549023.315,160000,0.860424808405213
"153",1283,3459060.948,-1548805.179,160000,0.840181961227328
"154",1206,3458630.11,-1558848.215,160000,0.868076607217317
"155",1205,3458496.631,-1558579.183,160000,0.883430041445833
"156",1204,3458471.611,-1558209.307,160000,0.8878586163621
"157",1203,3458477.572,-1557814.602,160000,0.888998305089234
"158",1202,3458528.161,-1557414.785,160000,0.885214498364127
"159",1201,3458494.207,-1556991.337,160000,0.890551756292445
"160",1394,3459271.611,-1551809.307,160000,0.815703286427886
"161",1393,3459271.611,-1551409.307,160000,0.815917870427185
"162",1392,3459271.611,-1551009.307,160000,0.816119748382618
"163",1391,3459271.611,-1550609.307,160000,0.816316842877846
"164",1390,3459271.611,-1550209.307,160000,0.816517449941415
"165",1389,3459271.611,-1549809.307,160000,0.816729970079437
"166",1388,3459271.611,-1549409.307,160000,0.816963604020535
"167",1387,3459271.611,-1549009.307,160000,0.817228038270652
"168",1402,3459271.611,-1555009.307,160000,0.81276770795014
"169",1401,3459271.611,-1554609.307,160000,0.813301537449016
"170",1400,3459271.611,-1554209.307,160000,0.813778160896867
"171",1399,3459271.611,-1553809.307,160000,0.814202532355434
"172",1398,3459271.611,-1553409.307,160000,0.814579125396971
"173",1397,3459271.611,-1553009.307,160000,0.81491237002627
"174",1396,3459271.611,-1552609.307,160000,0.815207056393743
"175",1395,3459271.611,-1552209.307,160000,0.815468629308143
"176",1308,3458871.611,-1558609.307,160000,0.844214609291034
"177",1307,3458871.611,-1558209.307,160000,0.845845723741891
"178",1306,3458871.611,-1557809.307,160000,0.847368367105574
"179",1305,3458871.611,-1557409.307,160000,0.848783874912263
"180",1304,3458871.611,-1557009.307,160000,0.850093133601957
"181",1303,3458871.611,-1556609.307,160000,0.851295295315822
"182",1302,3458871.611,-1556209.307,160000,0.852388219902504
"183",1301,3458871.611,-1555809.307,160000,0.853378529850219
"184",1386,3459330.507,-1548752.04,160000,0.811142461095074
"185",1382,3459461.67,-1546823.342,160000,0.799927450370171
"186",1381,3459376.78,-1546558.502,160000,0.809365782690993
"187",1380,3459324.958,-1546204.775,160000,0.815663618845257
"188",1379,3459344.847,-1545838.072,160000,0.814568386934111
"189",1378,3459432.033,-1545572.569,160000,0.80626696039611
"190",1310,3459001.099,-1559331.923,160000,0.828006243259363
"191",1309,3458904.482,-1558983.863,160000,0.839255795633729
"192",991,3457671.611,-1555409.307,160000,0.991628763106928
"193",990,3457671.611,-1555009.307,160000,0.993230785310172
"194",989,3457671.611,-1554609.307,160000,0.994722189713628
"195",988,3457671.611,-1554209.307,160000,0.996103530378224
"196",987,3457671.611,-1553809.307,160000,0.997373094513234
"197",986,3457671.611,-1553409.307,160000,0.998526683418791
"198",985,3457671.611,-1553009.307,160000,0.999560394912128
"199",984,3457671.611,-1552609.307,160000,1.00047225011309
"200",1081,3458071.611,-1550209.307,160000,0.953877573182503
"201",1080,3458071.611,-1549809.307,160000,0.954139238297296
"202",1079,3458071.611,-1549409.307,160000,0.954379144932181
"203",1078,3458068.503,-1549042.587,160000,0.954970501281869
"204",995,3457828.138,-1556903.536,160000,0.966181794144326
"205",994,3457695.961,-1556518.337,160000,0.983679101958274
"206",993,3457671.611,-1556209.307,160000,0.988081885786621
"207",992,3457671.611,-1555809.307,160000,0.989914006238072
"208",975,3457667.686,-1549014.403,160000,1.00502230517552
"209",974,3457540.826,-1548783.733,160000,1.02143693695942
"210",891,3457232.384,-1556529.712,160000,1.0401186635716
"211",890,3457271.611,-1556209.307,160000,1.03704042012267
"212",889,3457271.611,-1555809.307,160000,1.03918065602105
"213",888,3457271.611,-1555409.307,160000,1.04119863498436
"214",887,3457271.611,-1555009.307,160000,1.04309525982639
"215",886,3457271.611,-1554609.307,160000,1.04487096399382
"216",983,3457671.611,-1552209.307,160000,1.00126418442832
"217",982,3457671.611,-1551809.307,160000,1.00194277731284
"218",981,3457671.611,-1551409.307,160000,1.00251780059647
"219",980,3457671.611,-1551009.307,160000,1.00300069075949
"220",979,3457671.611,-1550609.307,160000,1.00340420734848
"221",978,3457671.611,-1550209.307,160000,1.00374309178784
"222",977,3457671.611,-1549809.307,160000,1.00403295950156
"223",976,3457671.611,-1549409.307,160000,1.00428884101109
"224",1184,3458471.611,-1550209.307,160000,0.906075087880566
"225",1183,3458471.611,-1549809.307,160000,0.906315862840778
"226",1182,3458471.611,-1549409.307,160000,0.906549097220857
"227",1181,3458473.638,-1549046.223,160000,0.906525934212194
"228",1102,3458213.053,-1558482.093,160000,0.914517218041335
"229",1101,3458176.359,-1558226.345,160000,0.919897334239566
"230",1100,3458243.759,-1557914.009,160000,0.914034070927552
"231",1098,3458071.945,-1556901.943,160000,0.938039959018721
"232",1192,3458471.611,-1553409.307,160000,0.902663010499886
"233",1191,3458471.611,-1553009.307,160000,0.903313757251351
"234",1190,3458471.611,-1552609.307,160000,0.903888066194199
"235",1189,3458471.611,-1552209.307,160000,0.90438982795527
"236",1188,3458471.611,-1551809.307,160000,0.904825032020016
"237",1187,3458471.611,-1551409.307,160000,0.905201554773163
"238",1186,3458471.611,-1551009.307,160000,0.905528614526537
"239",1185,3458471.611,-1550609.307,160000,0.905816268534777
"240",1089,3458071.611,-1553409.307,160000,0.949607535542381
"241",1088,3458071.611,-1553009.307,160000,0.950441644307835
"242",1087,3458071.611,-1552609.307,160000,0.951177467365078
"243",1086,3458071.611,-1552209.307,160000,0.95181790540339
"244",1085,3458071.611,-1551809.307,160000,0.952369050357113
"245",1084,3458071.611,-1551409.307,160000,0.952839669936691
"246",1083,3458071.611,-1551009.307,160000,0.953240209502703
"247",1082,3458071.611,-1550609.307,160000,0.953582115305627
"248",1097,3458071.696,-1556609.276,160000,0.93935178670002
"249",1096,3458071.611,-1556209.307,160000,0.941012389023636
"250",1095,3458071.611,-1555809.307,160000,0.942546853889842
"251",1094,3458071.611,-1555409.307,160000,0.943972259827125
"252",1093,3458071.611,-1555009.307,160000,0.945294678560855
"253",1092,3458071.611,-1554609.307,160000,0.946518115379845
"254",1091,3458071.611,-1554209.307,160000,0.947644722071211
"255",1090,3458071.611,-1553809.307,160000,0.948674867465726
"256",1619,3460071.611,-1559409.307,160000,0.726867674365748
"257",1618,3460071.611,-1559009.307,160000,0.727943471291266
"258",1617,3460071.611,-1558609.307,160000,0.728913307344158
"259",1616,3460071.611,-1558209.307,160000,0.729776638315104
"260",1615,3460071.611,-1557809.307,160000,0.730535214940253
"261",1614,3460071.611,-1557409.307,160000,0.731196460516111
"262",1613,3460071.611,-1557009.307,160000,0.731765505438914
"263",1612,3460071.611,-1556609.307,160000,0.732245856854874
"264",1687,3460471.611,-1545409.307,160000,0.705111072673445
"265",1686,3460492.172,-1545052.287,160000,0.70463511159583
"266",1625,3460265.636,-1561645.968,160000,0.702458874069811
"267",1624,3460225.919,-1561358.099,160000,0.706944650912728
"268",1623,3460215.533,-1561015.396,160000,0.709122080667775
"269",1622,3460086.988,-1560580.245,160000,0.721772374806865
"270",1621,3460082.393,-1560204.049,160000,0.723471658104238
"271",1620,3460071.611,-1559809.307,160000,0.725686466192955
"272",1603,3460071.611,-1553009.307,160000,0.734060733200947
"273",1602,3460071.611,-1552609.307,160000,0.734129963155886
"274",1601,3460071.611,-1552209.307,160000,0.734197070718991
"275",1600,3460071.611,-1551809.307,160000,0.734268583841682
"276",1599,3460071.611,-1551409.307,160000,0.73435076666661
"277",1598,3460071.611,-1551009.307,160000,0.734449777983284
"278",1597,3460071.611,-1550609.307,160000,0.734573543924503
"279",1596,3460071.611,-1550209.307,160000,0.734729812743219
"280",1611,3460071.611,-1556209.307,160000,0.732644132531126
"281",1610,3460071.611,-1555809.307,160000,0.732971871213884
"282",1609,3460071.611,-1555409.307,160000,0.733240094751601
"283",1608,3460071.611,-1555009.307,160000,0.733458248161623
"284",1607,3460071.611,-1554609.307,160000,0.733634520889473
"285",1606,3460071.611,-1554209.307,160000,0.733776254955022
"286",1605,3460071.611,-1553809.307,160000,0.733890236942021
"287",1604,3460071.611,-1553409.307,160000,0.733982942770732
"288",1711,3460471.611,-1555009.307,160000,0.69639522306866
"289",1710,3460471.611,-1554609.307,160000,0.696422375049212
"290",1709,3460471.611,-1554209.307,160000,0.696424694861098
"291",1708,3460471.611,-1553809.307,160000,0.696409625923722
"292",1707,3460471.611,-1553409.307,160000,0.696384328441474
"293",1706,3460471.611,-1553009.307,160000,0.696355846630511
"294",1705,3460471.611,-1552609.307,160000,0.696331024319285
"295",1704,3460471.611,-1552209.307,160000,0.696316563665536
"296",1719,3460471.611,-1558209.307,160000,0.694238528645844
"297",1718,3460471.611,-1557809.307,160000,0.694776376345739
"298",1717,3460471.611,-1557409.307,160000,0.695223238408072
"299",1716,3460471.611,-1557009.307,160000,0.695585504029198
"300",1715,3460471.611,-1556609.307,160000,0.695869803456942
"301",1714,3460471.611,-1556209.307,160000,0.696082610143002
"302",1713,3460471.611,-1555809.307,160000,0.696234234362612
"303",1712,3460471.611,-1555409.307,160000,0.696335333729595
"304",1695,3460471.611,-1548609.307,160000,0.697797272009564
"305",1694,3460471.611,-1548209.307,160000,0.698285704298423
"306",1693,3460471.611,-1547809.307,160000,0.698873739204291
"307",1692,3460471.611,-1547409.307,160000,0.699572294480019
"308",1691,3460471.611,-1547009.307,160000,0.700392290059299
"309",1690,3460471.611,-1546609.307,160000,0.70134561529694
"310",1689,3460471.611,-1546209.307,160000,0.702443482253705
"311",1688,3460471.611,-1545809.307,160000,0.703695663942363
"312",1703,3460471.611,-1551809.307,160000,0.696319079125515
"313",1702,3460471.611,-1551409.307,160000,0.696344827256365
"314",1701,3460471.611,-1551009.307,160000,0.69640037910677
"315",1700,3460471.611,-1550609.307,160000,0.696493937862325
"316",1699,3460471.611,-1550209.307,160000,0.696633066407011
"317",1698,3460471.611,-1549809.307,160000,0.696824720423763
"318",1697,3460471.611,-1549409.307,160000,0.69707660015697
"319",1696,3460471.611,-1549009.307,160000,0.697397625122056
"320",1492,3459671.611,-1549809.307,160000,0.774878669257265
"321",1491,3459671.611,-1549409.307,160000,0.775116307644866
"322",1490,3459671.611,-1549009.307,160000,0.775399168719098
"323",1489,3459691.741,-1548628.934,160000,0.773666819411394
"324",1488,3459810.013,-1548293.355,160000,0.76204938020052
"325",1486,3459823.554,-1547294.91,160000,0.762121818620576
"326",1485,3459717.132,-1546978.147,160000,0.773413059853648
"327",1484,3459671.611,-1546609.307,160000,0.778811447619783
"328",1500,3459671.611,-1553009.307,160000,0.773564160412099
"329",1499,3459671.611,-1552609.307,160000,0.773739685757499
"330",1498,3459671.611,-1552209.307,160000,0.773898635767609
"331",1497,3459671.611,-1551809.307,160000,0.774047389759893
"332",1496,3459671.611,-1551409.307,160000,0.774192517084047
"333",1495,3459671.611,-1551009.307,160000,0.774340667730196
"334",1494,3459671.611,-1550609.307,160000,0.774499277660858
"335",1493,3459671.611,-1550209.307,160000,0.774676110462322
"336",1410,3459271.611,-1558209.307,160000,0.805527889695566
"337",1409,3459271.611,-1557809.307,160000,0.806780804115387
"338",1408,3459271.611,-1557409.307,160000,0.80792827324299
"339",1407,3459271.611,-1557009.307,160000,0.808972613010087
"340",1406,3459271.611,-1556609.307,160000,0.809914889224792
"341",1405,3459271.611,-1556209.307,160000,0.810755915535011
"342",1404,3459271.611,-1555809.307,160000,0.811503421457471
"343",1403,3459271.611,-1555409.307,160000,0.81217078740885
"344",1483,3459671.611,-1546209.307,160000,0.77979998025221
"345",1482,3459671.611,-1545809.307,160000,0.780943249689488
"346",1481,3459703.687,-1545481.01,160000,0.778768222044857
"347",1415,3459468.781,-1560011.253,160000,0.779854658014474
"348",1414,3459344.432,-1559761.698,160000,0.792663104892509
"349",1413,3459274.289,-1559406.793,160000,0.800870118275534
"350",1412,3459271.611,-1559009.307,160000,0.802697275712178
"351",1411,3459271.611,-1558609.307,160000,0.804167032810077
"352",1587,3460071.611,-1546609.307,160000,0.739155812167474
"353",1586,3460071.611,-1546209.307,160000,0.740200055027794
"354",1585,3460071.611,-1545809.307,160000,0.741398967878358
"355",1584,3460073.415,-1545411.196,160000,0.742581654879969
"356",1583,3460161.805,-1545138.362,160000,0.735143749633654
"357",1519,3459857.853,-1560621.226,160000,0.741803032084463
"358",1518,3459732.576,-1560060.905,160000,0.755260400216606
"359",1517,3459671.611,-1559809.307,160000,0.761789429060568
"360",1595,3460071.611,-1549809.307,160000,0.734925557078901
"361",1594,3460071.611,-1549409.307,160000,0.735169508755542
"362",1593,3460071.611,-1549009.307,160000,0.735471617789148
"363",1592,3460071.611,-1548609.307,160000,0.735841764758545
"364",1591,3460072.092,-1548209.77,160000,0.736244838938464
"365",1590,3460103.431,-1547813.793,160000,0.733742512736339
"366",1589,3460074.976,-1547406.39,160000,0.73716514061851
"367",1588,3460071.611,-1547009.307,160000,0.73825537218578
"368",1508,3459671.611,-1556209.307,160000,0.770854994074525
"369",1507,3459671.611,-1555809.307,160000,0.771381367486977
"370",1506,3459671.611,-1555409.307,160000,0.771838147149034
"371",1505,3459671.611,-1555009.307,160000,0.77223504730593
"372",1504,3459671.611,-1554609.307,160000,0.772579928347726
"373",1503,3459671.611,-1554209.307,160000,0.772879475743983
"374",1502,3459671.611,-1553809.307,160000,0.773139651401671
"375",1501,3459671.611,-1553409.307,160000,0.773366042454682
"376",1516,3459671.611,-1559409.307,160000,0.763216825586165
"377",1515,3459671.611,-1559009.307,160000,0.764537350693044
"378",1514,3459671.611,-1558609.307,160000,0.765750438530176
"379",1513,3459671.611,-1558209.307,160000,0.766855377243824
"380",1512,3459671.611,-1557809.307,160000,0.767853219786587
"381",1511,3459671.611,-1557409.307,160000,0.768748663459383
"382",1510,3459671.611,-1557009.307,160000,0.769545737257417
"383",1509,3459671.611,-1556609.307,160000,0.770246687759959
"384",1923,3461271.611,-1557409.307,160000,0.62787740430964
"385",1922,3461271.611,-1557009.307,160000,0.62789200510876
"386",1921,3461271.611,-1556609.307,160000,0.627847282035241
"387",1920,3461271.611,-1556209.307,160000,0.627750807274632
"388",1919,3461271.611,-1555809.307,160000,0.627610617676476
"389",1918,3461271.611,-1555409.307,160000,0.627435637517981
"390",1917,3461271.611,-1555009.307,160000,0.62723498461805
"391",1916,3461271.611,-1554609.307,160000,0.627017623377246
"392",1931,3461271.611,-1560609.307,160000,0.624783117830123
"393",1930,3461271.611,-1560209.307,160000,0.625509002789552
"394",1929,3461271.611,-1559809.307,160000,0.626132677843309
"395",1928,3461271.611,-1559409.307,160000,0.626655505153076
"396",1927,3461271.611,-1559009.307,160000,0.627078335054956
"397",1926,3461271.611,-1558609.307,160000,0.627404016219058
"398",1925,3461271.611,-1558209.307,160000,0.627640659180908
"399",1924,3461271.611,-1557809.307,160000,0.627796039361949
"400",1907,3461271.611,-1551009.307,160000,0.625632816445601
"401",1906,3461271.611,-1550609.307,160000,0.625680473532129
"402",1905,3461271.611,-1550209.307,160000,0.625795684346578
"403",1904,3461271.611,-1549809.307,160000,0.625985335779198
"404",1903,3461271.611,-1549409.307,160000,0.626256186516775
"405",1902,3461271.611,-1549009.307,160000,0.626615080854801
"406",1901,3461271.611,-1548609.307,160000,0.627069300483097
"407",1900,3461271.611,-1548209.307,160000,0.627626288964645
"408",1915,3461271.611,-1554209.307,160000,0.626792111945527
"409",1914,3461271.611,-1553809.307,160000,0.626566611552389
"410",1913,3461271.611,-1553409.307,160000,0.626349106562448
"411",1912,3461271.611,-1553009.307,160000,0.626147479006385
"412",1911,3461271.611,-1552609.307,160000,0.625969033402387
"413",1910,3461271.611,-1552209.307,160000,0.625821000798424
"414",1909,3461271.611,-1551809.307,160000,0.625710711808084
"415",1908,3461271.611,-1551409.307,160000,0.625645449342575
"416",2005,3461671.611,-1549009.307,160000,0.593802704416842
"417",2004,3461671.611,-1548609.307,160000,0.594282236713144
"418",2003,3461671.611,-1548209.307,160000,0.594870160886296
"419",2002,3461671.611,-1547809.307,160000,0.59557309197552
"420",2001,3461671.611,-1547409.307,160000,0.596398228263501
"421",2000,3461671.611,-1547009.307,160000,0.59735289259889
"422",1999,3461671.611,-1546609.307,160000,0.598444470320044
"423",1998,3461671.611,-1546209.307,160000,0.599680503871033
"424",2013,3461671.611,-1552209.307,160000,0.593104734057635
"425",2012,3461671.611,-1551809.307,160000,0.592950622988202
"426",2011,3461671.611,-1551409.307,160000,0.592850660768725
"427",2010,3461671.611,-1551009.307,160000,0.592812625649574
"428",2009,3461671.611,-1550609.307,160000,0.592844122819743
"429",2008,3461671.611,-1550209.307,160000,0.592952327440957
"430",2007,3461671.611,-1549809.307,160000,0.593143955380921
"431",2006,3461671.611,-1549409.307,160000,0.59342536251282
"432",1939,3461362.128,-1563818.875,160000,0.608549859276048
"433",1938,3461395.269,-1563423.186,160000,0.607680185437251
"434",1937,3461423.931,-1563029.334,160000,0.607002634148448
"435",1936,3461450.358,-1562728.543,160000,0.606067438068787
"436",1935,3461226.225,-1562057.721,160000,0.624681087013057
"437",1934,3461271.611,-1561809.307,160000,0.621977962904211
"438",1933,3461271.611,-1561409.307,160000,0.623020577061653
"439",1932,3461271.611,-1561009.307,160000,0.623954158307539
"440",1997,3461671.611,-1545809.307,160000,0.60106894331947
"441",1996,3461671.611,-1545409.307,160000,0.602617925136792
"442",1995,3461671.611,-1545009.307,160000,0.604335688648777
"443",1994,3461688.466,-1544629.974,160000,0.604797861270005
"444",1993,3461817.827,-1544371.342,160000,0.596009375247611
"445",1942,3461440.082,-1564931.099,160000,0.598368864522828
"446",1941,3461409.166,-1564590.125,160000,0.602013392606593
"447",1940,3461373.624,-1564196.977,160000,0.606191117010062
"448",1801,3460871.611,-1549809.307,160000,0.660528013051889
"449",1800,3460871.611,-1549409.307,160000,0.660789015855168
"450",1799,3460871.611,-1549009.307,160000,0.66112904454416
"451",1798,3460871.611,-1548609.307,160000,0.661556600044252
"452",1797,3460871.611,-1548209.307,160000,0.662080436093923
"453",1796,3460871.611,-1547809.307,160000,0.662709724736765
"454",1795,3460871.611,-1547409.307,160000,0.66345403666034
"455",1794,3460871.611,-1547009.307,160000,0.664322906560827
"456",1809,3460871.611,-1553009.307,160000,0.660401302227418
"457",1808,3460871.611,-1552609.307,160000,0.660294127568295
"458",1807,3460871.611,-1552209.307,160000,0.660208074230915
"459",1806,3460871.611,-1551809.307,160000,0.660149920099806
"460",1805,3460871.611,-1551409.307,160000,0.660126392080705
"461",1804,3460871.611,-1551009.307,160000,0.660144747731564
"462",1803,3460871.611,-1550609.307,160000,0.660212949382399
"463",1802,3460871.611,-1550209.307,160000,0.660338373648877
"464",1727,3460471.611,-1561409.307,160000,0.686233529482784
"465",1726,3460471.611,-1561009.307,160000,0.687603594578529
"466",1725,3460471.611,-1560609.307,160000,0.688865853745444
"467",1724,3460471.611,-1560209.307,160000,0.69002221816228
"468",1723,3460471.611,-1559809.307,160000,0.691074026174103
"469",1722,3460471.611,-1559409.307,160000,0.692022017962261
"470",1721,3460471.611,-1559009.307,160000,0.692865750335351
