id;x;y
1511;3459671,611;-1557409,307
1510;3459671,611;-1557009,307
1509;3459671,611;-1556609,307
1923;3461271,611;-1557409,307
1922;3461271,611;-1557009,307
1921;3461271,611;-1556609,307
1920;3461271,611;-1556209,307
1919;3461271,611;-1555809,307
1918;3461271,611;-1555409,307
1917;3461271,611;-1555009,307
1916;3461271,611;-1554609,307
1931;3461271,611;-1560609,307
1930;3461271,611;-1560209,307
1929;3461271,611;-1559809,307
1928;3461271,611;-1559409,307
1927;3461271,611;-1559009,307
1926;3461271,611;-1558609,307
1925;3461271,611;-1558209,307
1924;3461271,611;-1557809,307
1907;3461271,611;-1551009,307
1906;3461271,611;-1550609,307
1905;3461271,611;-1550209,307
1904;3461271,611;-1549809,307
1903;3461271,611;-1549409,307
1902;3461271,611;-1549009,307
1901;3461271,611;-1548609,307
1900;3461271,611;-1548209,307
1915;3461271,611;-1554209,307
1914;3461271,611;-1553809,307
1913;3461271,611;-1553409,307
1912;3461271,611;-1553009,307
1911;3461271,611;-1552609,307
1910;3461271,611;-1552209,307
1909;3461271,611;-1551809,307
1908;3461271,611;-1551409,307
2005;3461671,611;-1549009,307
2004;3461671,611;-1548609,307
2003;3461671,611;-1548209,307
2002;3461671,611;-1547809,307
2001;3461671,611;-1547409,307
2000;3461671,611;-1547009,307
1999;3461671,611;-1546609,307
1998;3461671,611;-1546209,307
2013;3461671,611;-1552209,307
2012;3461671,611;-1551809,307
2011;3461671,611;-1551409,307
2010;3461671,611;-1551009,307
2009;3461671,611;-1550609,307
2008;3461671,611;-1550209,307
2007;3461671,611;-1549809,307
2006;3461671,611;-1549409,307
1939;3461362,128;-1563818,875
1938;3461395,269;-1563423,186
1937;3461423,931;-1563029,334
1936;3461450,358;-1562728,543
1935;3461226,225;-1562057,721
1934;3461271,611;-1561809,307
1933;3461271,611;-1561409,307
1932;3461271,611;-1561009,307
1997;3461671,611;-1545809,307
1996;3461671,611;-1545409,307
1995;3461671,611;-1545009,307
1994;3461688,466;-1544629,974
1993;3461817,827;-1544371,342
1942;3461440,082;-1564931,099
1941;3461409,166;-1564590,125
1940;3461373,624;-1564196,977
1801;3460871,611;-1549809,307
1800;3460871,611;-1549409,307
1799;3460871,611;-1549009,307
1798;3460871,611;-1548609,307
1797;3460871,611;-1548209,307
1796;3460871,611;-1547809,307
1795;3460871,611;-1547409,307
1794;3460871,611;-1547009,307
1809;3460871,611;-1553009,307
1808;3460871,611;-1552609,307
1807;3460871,611;-1552209,307
1806;3460871,611;-1551809,307
1805;3460871,611;-1551409,307
1804;3460871,611;-1551009,307
1803;3460871,611;-1550609,307
1802;3460871,611;-1550209,307
1727;3460471,611;-1561409,307
1726;3460471,611;-1561009,307
1725;3460471,611;-1560609,307
1724;3460471,611;-1560209,307
1723;3460471,611;-1559809,307
1722;3460471,611;-1559409,307
1721;3460471,611;-1559009,307
1720;3460471,611;-1558609,307
1793;3460871,611;-1546609,307
1792;3460871,611;-1546209,307
1791;3460871,611;-1545809,307
1790;3460871,611;-1545409,307
1789;3460871,615;-1545009,311
1788;3460931,393;-1544755,654
1729;3460523,281;-1562023,609
1728;3460479,482;-1561789,05
1891;3461291,88;-1544711,846
1832;3460946,29;-1562065,379
1831;3460877,965;-1561802,801
1830;3460871,611;-1561409,307
1829;3460871,611;-1561009,307
1828;3460871,611;-1560609,307
1827;3460871,611;-1560209,307
1826;3460871,611;-1559809,307
1899;3461271,611;-1547809,307
1898;3461271,611;-1547409,307
1897;3461271,611;-1547009,307
1896;3461271,611;-1546609,307
1895;3461271,611;-1546209,307
1894;3461271,611;-1545809,307
1893;3461271,611;-1545409,307
1892;3461271,611;-1545009,307
1817;3460871,611;-1556209,307
1816;3460871,611;-1555809,307
1815;3460871,611;-1555409,307
1814;3460871,611;-1555009,307
1813;3460871,611;-1554609,307
1812;3460871,611;-1554209,307
1811;3460871,611;-1553809,307
1810;3460871,611;-1553409,307
1825;3460871,611;-1559409,307
1824;3460871,611;-1559009,307
1823;3460871,611;-1558609,307
1822;3460871,611;-1558209,307
1821;3460871,611;-1557809,307
1820;3460871,611;-1557409,307
1819;3460871,611;-1557009,307
1818;3460871,611;-1556609,307
2147;3462071,611;-1564609,307
2146;3462071,611;-1564209,307
2145;3462071,611;-1563809,307
2144;3462071,611;-1563409,307
2143;3462071,611;-1563009,307
2142;3462071,611;-1562609,307
2141;3462071,611;-1562209,307
2140;3462071,611;-1561809,307
2199;3462474,754;-1544212,706
2198;3462565,708;-1543959,387
2153;3462146,8;-1566906,855
2152;3462071,657;-1566609,261
2151;3462071,611;-1566209,307
2150;3462071,611;-1565809,307
2149;3462071,611;-1565409,307
2148;3462071,611;-1565009,307
2131;3462071,611;-1558209,307
2130;3462071,611;-1557809,307
2129;3462071,611;-1557409,307
2128;3462071,611;-1557009,307
2127;3462071,611;-1556609,307
2126;3462071,611;-1556209,307
2125;3462071,611;-1555809,307
2124;3462071,611;-1555409,307
2139;3462071,611;-1561409,307
2138;3462071,611;-1561009,307
2137;3462071,611;-1560609,307
2136;3462071,611;-1560209,307
2135;3462071,611;-1559809,307
2134;3462071,611;-1559409,307
2133;3462071,611;-1559009,307
2132;3462071,611;-1558609,307
2223;3462471,611;-1553809,307
2222;3462471,611;-1553409,307
2221;3462471,611;-1553009,307
2220;3462471,611;-1552609,307
2219;3462471,611;-1552209,307
2218;3462471,611;-1551809,307
2217;3462471,611;-1551409,307
2216;3462471,611;-1551009,307
2231;3462471,611;-1557009,307
2230;3462471,611;-1556609,307
2229;3462471,611;-1556209,307
2228;3462471,611;-1555809,307
2227;3462471,611;-1555409,307
2226;3462471,611;-1555009,307
2225;3462471,611;-1554609,307
2224;3462471,611;-1554209,307
2207;3462471,611;-1547409,307
2206;3462471,611;-1547009,307
2205;3462471,611;-1546609,307
2204;3462471,611;-1546209,307
2203;3462471,611;-1545809,307
2202;3462471,611;-1545409,307
2201;3462471,611;-1545009,307
2200;3462471,611;-1544609,307
2215;3462471,611;-1550609,307
2214;3462471,611;-1550209,307
2213;3462471,611;-1549809,307
2212;3462471,611;-1549409,307
2211;3462471,611;-1549009,307
2210;3462471,611;-1548609,307
2209;3462471,611;-1548209,307
2208;3462471,611;-1547809,307
2037;3461671,611;-1561809,307
2036;3461671,611;-1561409,307
2035;3461671,611;-1561009,307
2034;3461671,611;-1560609,307
2033;3461671,611;-1560209,307
2032;3461671,611;-1559809,307
2031;3461671,611;-1559409,307
2030;3461671,611;-1559009,307
2045;3461674,095;-1565006,849
2044;3461671,611;-1564609,307
2043;3461671,611;-1564209,307
2042;3461671,611;-1563809,307
2041;3461671,611;-1563409,307
2040;3461671,611;-1563009,307
2039;3461673,848;-1562610,992
2038;3461710,367;-1562211,553
2021;3461671,611;-1555409,307
2020;3461671,611;-1555009,307
2019;3461671,611;-1554609,307
2018;3461671,611;-1554209,307
2017;3461671,611;-1553809,307
2016;3461671,611;-1553409,307
2015;3461671,611;-1553009,307
2014;3461671,611;-1552609,307
2029;3461671,611;-1558609,307
2028;3461671,611;-1558209,307
2027;3461671,611;-1557809,307
2026;3461671,611;-1557409,307
2025;3461671,611;-1557009,307
2024;3461671,611;-1556609,307
2023;3461671,611;-1556209,307
2022;3461671,611;-1555809,307
2115;3462071,611;-1551809,307
2114;3462071,611;-1551409,307
2113;3462071,611;-1551009,307
2112;3462071,611;-1550609,307
2111;3462071,611;-1550209,307
2110;3462071,611;-1549809,307
2109;3462071,611;-1549409,307
2108;3462071,611;-1549009,307
2123;3462071,611;-1555009,307
2122;3462071,611;-1554609,307
2121;3462071,611;-1554209,307
2120;3462071,611;-1553809,307
2119;3462071,611;-1553409,307
2118;3462071,611;-1553009,307
2117;3462071,611;-1552609,307
2116;3462071,611;-1552209,307
2099;3462071,611;-1545409,307
2098;3462071,611;-1545009,307
2097;3462071,611;-1544609,307
2096;3462103,784;-1544286,59
2049;3461790,565;-1566578,319
2048;3461764,676;-1566194,795
2047;3461786,409;-1565845,626
2046;3461765,935;-1565358,825
2107;3462071,611;-1548609,307
2106;3462071,611;-1548209,307
2105;3462071,611;-1547809,307
2104;3462071,611;-1547409,307
2103;3462071,611;-1547009,307
2102;3462071,611;-1546609,307
2101;3462071,611;-1546209,307
2100;3462071,611;-1545809,307
2403;3463453,708;-1543602,345
2361;3462993,715;-1567662,582
2360;3462879,989;-1567400,031
2359;3462871,611;-1567009,307
2358;3462871,611;-1566609,307
2357;3462871,611;-1566209,307
2356;3462871,611;-1565809,307
2355;3462871,611;-1565409,307
2411;3463271,611;-1546609,307
2410;3463271,611;-1546209,307
2409;3463271,611;-1545809,307
2408;3463271,611;-1545409,307
2407;3463271,611;-1545009,307
2406;3463271,611;-1544609,307
2405;3463271,611;-1544209,307
2404;3463284,943;-1543834,962
2346;3462871,611;-1561809,307
2345;3462871,611;-1561409,307
2344;3462871,611;-1561009,307
2343;3462871,611;-1560609,307
2342;3462871,611;-1560209,307
2341;3462871,611;-1559809,307
2340;3462871,611;-1559409,307
2339;3462871,611;-1559009,307
2354;3462871,611;-1565009,307
2353;3462871,611;-1564609,307
2352;3462871,611;-1564209,307
2351;3462871,611;-1563809,307
2350;3462871,611;-1563409,307
2349;3462871,611;-1563009,307
2348;3462871,611;-1562609,307
2347;3462871,611;-1562209,307
2435;3463271,611;-1556209,307
2434;3463271,611;-1555809,307
2433;3463271,611;-1555409,307
2432;3463271,611;-1555009,307
2431;3463271,611;-1554609,307
2430;3463271,611;-1554209,307
2429;3463271,611;-1553809,307
2428;3463271,611;-1553409,307
2443;3463271,611;-1559409,307
2442;3463271,611;-1559009,307
2441;3463271,611;-1558609,307
2440;3463271,611;-1558209,307
2439;3463271,611;-1557809,307
2438;3463271,611;-1557409,307
2437;3463271,611;-1557009,307
2436;3463271,611;-1556609,307
2419;3463271,611;-1549809,307
2418;3463271,611;-1549409,307
2417;3463271,611;-1549009,307
2416;3463271,611;-1548609,307
2415;3463271,611;-1548209,307
2414;3463271,611;-1547809,307
2413;3463271,611;-1547409,307
2412;3463271,611;-1547009,307
2427;3463271,611;-1553009,307
2426;3463271,611;-1552609,307
2425;3463271,611;-1552209,307
2424;3463271,611;-1551809,307
2423;3463271,611;-1551409,307
2422;3463271,611;-1551009,307
2421;3463271,611;-1550609,307
2420;3463271,611;-1550209,307
2255;3462471,611;-1566609,307
2254;3462471,611;-1566209,307
2253;3462471,611;-1565809,307
2252;3462471,611;-1565409,307
2251;3462471,611;-1565009,307
2250;3462471,611;-1564609,307
2249;3462471,611;-1564209,307
2248;3462471,611;-1563809,307
2306;3462871,611;-1545809,307
2305;3462871,611;-1545409,307
2304;3462871,611;-1545009,307
2303;3462871,611;-1544609,307
2302;3462871,611;-1544209,307
2301;3462893,276;-1543900,389
2257;3462601,963;-1567278,786
2256;3462476,452;-1567004,452
2239;3462471,611;-1560209,307
2238;3462471,611;-1559809,307
2237;3462471,611;-1559409,307
2236;3462471,611;-1559009,307
2235;3462471,611;-1558609,307
2234;3462471,611;-1558209,307
2233;3462471,611;-1557809,307
2232;3462471,611;-1557409,307
2247;3462471,611;-1563409,307
2246;3462471,611;-1563009,307
2245;3462471,611;-1562609,307
2244;3462471,611;-1562209,307
2243;3462471,611;-1561809,307
2242;3462471,611;-1561409,307
2241;3462471,611;-1561009,307
2240;3462471,611;-1560609,307
2330;3462871,611;-1555409,307
2329;3462871,611;-1555009,307
2328;3462871,611;-1554609,307
2327;3462871,611;-1554209,307
2326;3462871,611;-1553809,307
2325;3462871,611;-1553409,307
2324;3462871,611;-1553009,307
2323;3462871,611;-1552609,307
2338;3462871,611;-1558609,307
2337;3462871,611;-1558209,307
2336;3462871,611;-1557809,307
2335;3462871,611;-1557409,307
2334;3462871,611;-1557009,307
2333;3462871,611;-1556609,307
2332;3462871,611;-1556209,307
2331;3462871,611;-1555809,307
2314;3462871,611;-1549009,307
2313;3462871,611;-1548609,307
2312;3462871,611;-1548209,307
2311;3462871,611;-1547809,307
2310;3462871,611;-1547409,307
2309;3462871,611;-1547009,307
2308;3462871,611;-1546609,307
2307;3462871,611;-1546209,307
2322;3462871,611;-1552209,307
2321;3462871,611;-1551809,307
2320;3462871,611;-1551409,307
2319;3462871,611;-1551009,307
2318;3462871,611;-1550609,307
2317;3462871,611;-1550209,307
2316;3462871,611;-1549809,307
2315;3462871,611;-1549409,307
2613;3464071,611;-1545009,307
2612;3464071,611;-1544609,307
2611;3464051,047;-1544236,6
2610;3463911,194;-1543943,356
2568;3463814,324;-1568084,993
2567;3463679,628;-1567798,927
2566;3463671,611;-1567409,307
2565;3463671,611;-1567009,307
2621;3464071,611;-1548209,307
2620;3464071,611;-1547809,307
2619;3464071,611;-1547409,307
2618;3464071,611;-1547009,307
2617;3464071,611;-1546609,307
2616;3464071,611;-1546209,307
2615;3464071,611;-1545809,307
2614;3464071,611;-1545409,307
2556;3463671,611;-1563409,307
2555;3463671,611;-1563009,307
2554;3463671,611;-1562609,307
2553;3463671,611;-1562209,307
2552;3463671,611;-1561809,307
2551;3463671,611;-1561409,307
2550;3463671,611;-1561009,307
2549;3463671,611;-1560609,307
2564;3463671,611;-1566609,307
2563;3463671,611;-1566209,307
2562;3463671,611;-1565809,307
2561;3463671,611;-1565409,307
2560;3463671,611;-1565009,307
2559;3463671,611;-1564609,307
2558;3463671,611;-1564209,307
2557;3463671,611;-1563809,307
2645;3464071,611;-1557809,307
2644;3464071,611;-1557409,307
2643;3464071,611;-1557009,307
2642;3464071,611;-1556609,307
2641;3464071,611;-1556209,307
2640;3464071,611;-1555809,307
2639;3464071,611;-1555409,307
2638;3464071,611;-1555009,307
2653;3464071,611;-1561009,307
2652;3464071,611;-1560609,307
2651;3464071,611;-1560209,307
2650;3464071,611;-1559809,307
2649;3464071,611;-1559409,307
2648;3464071,611;-1559009,307
2647;3464071,611;-1558609,307
2646;3464071,611;-1558209,307
2629;3464071,611;-1551409,307
2628;3464071,611;-1551009,307
2627;3464071,611;-1550609,307
2626;3464071,611;-1550209,307
2625;3464071,611;-1549809,307
2624;3464071,611;-1549409,307
2623;3464071,611;-1549009,307
2622;3464071,611;-1548609,307
2637;3464071,611;-1554609,307
2636;3464071,611;-1554209,307
2635;3464071,611;-1553809,307
2634;3464071,611;-1553409,307
2633;3464071,611;-1553009,307
2632;3464071,611;-1552609,307
2631;3464071,611;-1552209,307
2630;3464071,611;-1551809,307
2508;3463671,611;-1544209,307
2507;3463654,611;-1543827,025
2506;3463514,787;-1543600,307
2464;3463291,803;-1567730,576
2463;3463271,611;-1567409,307
2462;3463271,611;-1567009,307
2461;3463271,611;-1566609,307
2460;3463271,611;-1566209,307
2516;3463671,611;-1547409,307
2515;3463671,611;-1547009,307
2514;3463671,611;-1546609,307
2513;3463671,611;-1546209,307
2512;3463671,611;-1545809,307
2511;3463671,611;-1545409,307
2510;3463671,611;-1545009,307
2509;3463671,611;-1544609,307
2451;3463271,611;-1562609,307
2450;3463271,611;-1562209,307
2449;3463271,611;-1561809,307
2448;3463271,611;-1561409,307
2447;3463271,611;-1561009,307
2446;3463271,611;-1560609,307
2445;3463271,611;-1560209,307
2444;3463271,611;-1559809,307
2459;3463271,611;-1565809,307
2458;3463271,611;-1565409,307
2457;3463271,611;-1565009,307
2456;3463271,611;-1564609,307
2455;3463271,611;-1564209,307
2454;3463271,611;-1563809,307
2453;3463271,611;-1563409,307
2452;3463271,611;-1563009,307
2540;3463671,611;-1557009,307
2539;3463671,611;-1556609,307
2538;3463671,611;-1556209,307
2537;3463671,611;-1555809,307
2536;3463671,611;-1555409,307
2535;3463671,611;-1555009,307
2534;3463671,611;-1554609,307
2533;3463671,611;-1554209,307
2548;3463671,611;-1560209,307
2547;3463671,611;-1559809,307
2546;3463671,611;-1559409,307
2545;3463671,611;-1559009,307
2544;3463671,611;-1558609,307
2543;3463671,611;-1558209,307
2542;3463671,611;-1557809,307
2541;3463671,611;-1557409,307
2524;3463671,611;-1550609,307
2523;3463671,611;-1550209,307
2522;3463671,611;-1549809,307
2521;3463671,611;-1549409,307
