id;x;y;area
1529;3455371,611;-1548709,300;40000
1530;3455371,611;-1548909,300;40000
1531;3455371,611;-1549109,300;40000
1532;3455371,611;-1549309,300;40000
1533;3455371,611;-1549509,300;40000
1534;3455371,611;-1549709,300;40000
1535;3455371,611;-1549909,300;40000
1536;3455371,611;-1550109,300;40000
1537;3455371,611;-1550309,300;40000
1538;3455371,611;-1550509,300;40000
1539;3455371,611;-1550709,300;40000
1540;3455371,611;-1550909,300;40000
1541;3455371,611;-1551109,300;40000
1542;3455371,611;-1551309,300;40000
1543;3455362,860;-1551495,820;40000
1544;3455292,505;-1551632,840;40000
1731;3455598,091;-1548149,690;40000
1732;3455571,611;-1548309,300;40000
1733;3455571,611;-1548509,300;40000
1734;3455571,611;-1548709,300;40000
1735;3455571,611;-1548909,300;40000
1736;3455571,611;-1549109,300;40000
1737;3455571,611;-1549309,300;40000
1738;3455571,611;-1549509,300;40000
1739;3455571,611;-1549709,300;40000
1740;3455571,611;-1549909,300;40000
1741;3455571,611;-1550109,300;40000
1742;3455571,611;-1550309,300;40000
1743;3455571,611;-1550509,300;40000
1744;3455571,611;-1550709,300;40000
1745;3455571,611;-1550909,300;40000
1746;3455571,611;-1551109,300;40000
1747;3455571,611;-1551309,300;40000
1748;3455577,718;-1551498,870;40000
1749;3455631,576;-1551721,430;40000
1750;3455614,091;-1551907,070;40000
1751;3455642,065;-1552053,620;40000
1753;3455661,888;-1552580,180;40000
1754;3455652,074;-1552715,930;40000
1755;3455660,737;-1552845,550;40000
1935;3455813,376;-1547966,390;40000
1936;3455772,320;-1548110,030;40000
1937;3455771,611;-1548309,300;40000
1938;3455771,611;-1548509,300;40000
1939;3455771,611;-1548709,300;40000
1940;3455771,611;-1548909,300;40000
1941;3455771,611;-1549109,300;40000
1942;3455771,611;-1549309,300;40000
1943;3455771,611;-1549509,300;40000
1944;3455771,611;-1549709,300;40000
1945;3455771,611;-1549909,300;40000
1946;3455771,611;-1550109,300;40000
1947;3455771,611;-1550309,300;40000
1948;3455771,611;-1550509,300;40000
1949;3455771,611;-1550709,300;40000
1950;3455771,611;-1550909,300;40000
1951;3455771,611;-1551109,300;40000
1952;3455771,611;-1551309,300;40000
1953;3455771,611;-1551509,300;40000
1954;3455771,611;-1551709,300;40000
1955;3455771,611;-1551909,300;40000
1956;3455774,923;-1552106,280;40000
1957;3455803,089;-1552309,520;40000
1958;3455777,947;-1552513,890;40000
1959;3455771,611;-1552709,300;40000
1960;3455774,909;-1552906,650;40000
1961;3455809,157;-1553096,420;40000
1962;3455848,906;-1553295,090;40000
1963;3455846,307;-1553522,430;40000
1964;3455805,466;-1553721,900;40000
1965;3455786,872;-1553905,400;40000
1966;3455816,245;-1554060,930;40000
2139;3456035,975;-1547792,090;40000
2140;3455978,196;-1547916,800;40000
2141;3455971,611;-1548109,300;40000
2142;3455971,611;-1548309,300;40000
2143;3455971,611;-1548509,300;40000
2144;3455971,611;-1548709,300;40000
2145;3455971,611;-1548909,300;40000
2146;3455971,611;-1549109,300;40000
2147;3455971,611;-1549309,300;40000
2148;3455971,611;-1549509,300;40000
2149;3455971,611;-1549709,300;40000
2150;3455971,611;-1549909,300;40000
2151;3455971,611;-1550109,300;40000
2152;3455971,611;-1550309,300;40000
2153;3455971,611;-1550509,300;40000
2154;3455971,611;-1550709,300;40000
2155;3455971,611;-1550909,300;40000
2156;3455971,611;-1551109,300;40000
2157;3455971,611;-1551309,300;40000
2158;3455971,611;-1551509,300;40000
2159;3455971,611;-1551709,300;40000
2160;3455971,611;-1551909,300;40000
2161;3455971,611;-1552109,300;40000
2162;3455971,611;-1552309,300;40000
2163;3455971,611;-1552509,300;40000
2164;3455971,611;-1552709,300;40000
2165;3455971,611;-1552909,300;40000
2166;3455971,611;-1553109,300;40000
2167;3455971,611;-1553309,300;40000
2168;3455971,611;-1553509,300;40000
2169;3455971,611;-1553709,300;40000
2170;3455971,611;-1553909,300;40000
2171;3455976,420;-1554102,860;40000
2172;3456043,186;-1554222,420;40000
2175;3456047,635;-1554998,400;40000
2176;3456034,682;-1555099,280;40000
2177;3456055,520;-1555263,610;40000
2344;3456177,223;-1547772,720;40000
2345;3456171,611;-1547909,300;40000
2346;3456171,611;-1548109,300;40000
2347;3456171,611;-1548309,300;40000
2348;3456171,611;-1548509,300;40000
2349;3456171,611;-1548709,300;40000
2350;3456171,611;-1548909,300;40000
2351;3456171,611;-1549109,300;40000
2352;3456171,611;-1549309,300;40000
2353;3456171,611;-1549509,300;40000
2354;3456171,611;-1549709,300;40000
2355;3456171,611;-1549909,300;40000
2356;3456171,611;-1550109,300;40000
2357;3456171,611;-1550309,300;40000
2358;3456171,611;-1550509,300;40000
2359;3456171,611;-1550709,300;40000
2360;3456171,611;-1550909,300;40000
2361;3456171,611;-1551109,300;40000
2362;3456171,611;-1551309,300;40000
2363;3456171,611;-1551509,300;40000
2364;3456171,611;-1551709,300;40000
2365;3456171,611;-1551909,300;40000
2366;3456171,611;-1552109,300;40000
2367;3456171,611;-1552309,300;40000
2368;3456171,611;-1552509,300;40000
2369;3456171,611;-1552709,300;40000
2370;3456171,611;-1552909,300;40000
2371;3456171,611;-1553109,300;40000
2372;3456171,611;-1553309,300;40000
2373;3456171,611;-1553509,300;40000
2374;3456171,611;-1553709,300;40000
2375;3456171,611;-1553909,300;40000
2376;3456171,611;-1554109,300;40000
2377;3456191,337;-1554265,400;40000
2380;3456142,449;-1554989,160;40000
2381;3456171,611;-1555109,300;40000
2382;3456173,029;-1555307,820;40000
2383;3456218,968;-1555445,940;40000
2549;3456374,810;-1547764,020;40000
2550;3456371,611;-1547909,300;40000
2551;3456371,611;-1548109,300;40000
2552;3456371,611;-1548309,300;40000
2553;3456371,611;-1548509,300;40000
2554;3456371,611;-1548709,300;40000
2555;3456371,611;-1548909,300;40000
2556;3456371,611;-1549109,300;40000
2557;3456371,611;-1549309,300;40000
2558;3456371,611;-1549509,300;40000
2559;3456371,611;-1549709,300;40000
2560;3456371,611;-1549909,300;40000
2561;3456371,611;-1550109,300;40000
2562;3456371,611;-1550309,300;40000
2563;3456371,611;-1550509,300;40000
2564;3456371,611;-1550709,300;40000
2565;3456371,611;-1550909,300;40000
2566;3456371,611;-1551109,300;40000
2567;3456371,611;-1551309,300;40000
2568;3456371,611;-1551509,300;40000
2569;3456371,611;-1551709,300;40000
2570;3456371,611;-1551909,300;40000
2571;3456371,611;-1552109,300;40000
2572;3456371,611;-1552309,300;40000
2573;3456371,611;-1552509,300;40000
2574;3456371,611;-1552709,300;40000
2575;3456371,611;-1552909,300;40000
2576;3456371,611;-1553109,300;40000
2577;3456371,611;-1553309,300;40000
2578;3456371,611;-1553509,300;40000
2579;3456371,611;-1553709,300;40000
2580;3456371,611;-1553909,300;40000
2581;3456371,611;-1554109,300;40000
2582;3456374,004;-1554306,840;40000
2583;3456413,138;-1554495,530;40000
2584;3456452,213;-1554671,400;40000
2585;3456413,138;-1554958,460;40000
2586;3456371,611;-1555109,300;40000
2587;3456371,611;-1555309,300;40000
2588;3456384,878;-1555492,220;40000
2589;3456426,407;-1555729,380;40000
2590;3456403,172;-1555905,800;40000
2591;3456441,927;-1556028,320;40000
2754;3456569,328;-1547758,420;40000
2755;3456571,611;-1547909,300;40000
2756;3456571,611;-1548109,300;40000
2757;3456571,611;-1548309,300;40000
2758;3456571,611;-1548509,300;40000
2759;3456571,611;-1548709,300;40000
2760;3456571,611;-1548909,300;40000
2761;3456571,611;-1549109,300;40000
2762;3456571,611;-1549309,300;40000
2763;3456571,611;-1549509,300;40000
2764;3456571,611;-1549709,300;40000
2765;3456571,611;-1549909,300;40000
2766;3456571,611;-1550109,300;40000
2767;3456571,611;-1550309,300;40000
2768;3456571,611;-1550509,300;40000
2769;3456571,611;-1550709,300;40000
2770;3456571,611;-1550909,300;40000
2771;3456571,611;-1551109,300;40000
2772;3456571,611;-1551309,300;40000
2773;3456571,611;-1551509,300;40000
2774;3456571,611;-1551709,300;40000
2775;3456571,611;-1551909,300;40000
2776;3456571,611;-1552109,300;40000
2777;3456571,611;-1552309,300;40000
2778;3456571,611;-1552509,300;40000
2779;3456571,611;-1552709,300;40000
2780;3456571,611;-1552909,300;40000
2781;3456571,611;-1553109,300;40000
2782;3456571,611;-1553309,300;40000
2783;3456571,611;-1553509,300;40000
2784;3456571,611;-1553709,300;40000
2785;3456571,611;-1553909,300;40000
2786;3456571,611;-1554109,300;40000
2787;3456571,611;-1554309,300;40000
2788;3456571,611;-1554509,300;40000
2789;3456571,611;-1554709,300;40000
2790;3456571,611;-1554909,300;40000
2791;3456571,611;-1555109,300;40000
2792;3456571,611;-1555309,300;40000
2793;3456571,611;-1555509,300;40000
2794;3456571,611;-1555709,300;40000
2795;3456571,611;-1555909,300;40000
2796;3456588,865;-1556072,440;40000
2959;3456716,677;-1547784,270;40000
2960;3456768,754;-1547912,270;40000
2961;3456771,611;-1548109,300;40000
2962;3456771,611;-1548309,300;40000
2963;3456771,611;-1548509,300;40000
2964;3456771,611;-1548709,300;40000
2965;3456771,611;-1548909,300;40000
2966;3456771,611;-1549109,300;40000
2967;3456771,611;-1549309,300;40000
2968;3456771,611;-1549509,300;40000
2969;3456771,611;-1549709,300;40000
2970;3456771,611;-1549909,300;40000
2971;3456771,611;-1550109,300;40000
2972;3456771,611;-1550309,300;40000
2973;3456771,611;-1550509,300;40000
2974;3456771,611;-1550709,300;40000
2975;3456771,611;-1550909,300;40000
2976;3456771,611;-1551109,300;40000
2977;3456771,611;-1551309,300;40000
2978;3456771,611;-1551509,300;40000
2979;3456771,611;-1551709,300;40000
2980;3456771,611;-1551909,300;40000
2981;3456771,611;-1552109,300;40000
2982;3456771,611;-1552309,300;40000
2983;3456771,611;-1552509,300;40000
2984;3456771,611;-1552709,300;40000
2985;3456771,611;-1552909,300;40000
2986;3456771,611;-1553109,300;40000
2987;3456771,611;-1553309,300;40000
2988;3456771,611;-1553509,300;40000
2989;3456771,611;-1553709,300;40000
2990;3456771,611;-1553909,300;40000
2991;3456771,611;-1554109,300;40000
2992;3456771,611;-1554309,300;40000
2993;3456771,611;-1554509,300;40000
2994;3456771,611;-1554709,300;40000
2995;3456771,611;-1554909,300;40000
2996;3456771,611;-1555109,300;40000
2997;3456771,611;-1555309,300;40000
2998;3456771,611;-1555509,300;40000
2999;3456771,611;-1555709,300;40000
3000;3456771,611;-1555909,300;40000
3001;3456772,671;-1556108,180;40000
3002;3456821,439;-1556287,950;40000
3003;3456863,851;-1556418,520;40000
3165;3456898,201;-1547962,030;40000
3166;3456937,879;-1548120,780;40000
3167;3456969,187;-1548311,360;40000
3168;3456971,611;-1548509,300;40000
3169;3456971,611;-1548709,300;40000
3170;3456971,611;-1548909,300;40000
3171;3456971,611;-1549109,300;40000
3172;3456971,611;-1549309,300;40000
3173;3456971,611;-1549509,300;40000
3174;3456971,611;-1549709,300;40000
3175;3456971,611;-1549909,300;40000
3176;3456971,611;-1550109,300;40000
3177;3456971,611;-1550309,300;40000
3178;3456971,611;-1550509,300;40000
3179;3456971,611;-1550709,300;40000
3180;3456971,611;-1550909,300;40000
3181;3456971,611;-1551109,300;40000
3182;3456971,611;-1551309,300;40000
3183;3456971,611;-1551509,300;40000
3184;3456971,611;-1551709,300;40000
3185;3456971,611;-1551909,300;40000
3186;3456971,611;-1552109,300;40000
3187;3456971,611;-1552309,300;40000
3188;3456971,611;-1552509,300;40000
3189;3456971,611;-1552709,300;40000
3190;3456971,611;-1552909,300;40000
3191;3456971,611;-1553109,300;40000
3192;3456971,611;-1553309,300;40000
3193;3456971,611;-1553509,300;40000
3194;3456971,611;-1553709,300;40000
3195;3456971,611;-1553909,300;40000
3196;3456971,611;-1554109,300;40000
3197;3456971,611;-1554309,300;40000
3198;3456971,611;-1554509,300;40000
3199;3456971,611;-1554709,300;40000
3200;3456971,611;-1554909,300;40000
3201;3456971,611;-1555109,300;40000
3202;3456971,611;-1555309,300;40000
3203;3456971,611;-1555509,300;40000
3204;3456971,611;-1555709,300;40000
3205;3456971,611;-1555909,300;40000
3206;3456971,611;-1556109,300;40000
3207;3456971,611;-1556309,300;40000
3208;3456990,731;-1556499,990;40000
3209;3457020,214;-1556665,940;40000
3372;3457098,664;-1548369,260;40000
3373;3457152,246;-1548523,680;40000
3374;3457171,611;-1548709,300;40000
3375;3457171,611;-1548909,300;40000
3376;3457171,611;-1549109,300;40000
3377;3457171,611;-1549309,300;40000
3378;3457171,611;-1549509,300;40000
3379;3457171,611;-1549709,300;40000
3380;3457171,611;-1549909,300;40000
3381;3457171,611;-1550109,300;40000
3382;3457171,611;-1550309,300;40000
3383;3457171,611;-1550509,300;40000
3384;3457171,611;-1550709,300;40000
3385;3457171,611;-1550909,300;40000
3386;3457171,611;-1551109,300;40000
3387;3457171,611;-1551309,300;40000
3388;3457171,611;-1551509,300;40000
3389;3457171,611;-1551709,300;40000
3390;3457171,611;-1551909,300;40000
3391;3457171,611;-1552109,300;40000
3392;3457171,611;-1552309,300;40000
3393;3457171,611;-1552509,300;40000
3394;3457171,611;-1552709,300;40000
3395;3457171,611;-1552909,300;40000
3396;3457171,611;-1553109,300;40000
3397;3457171,611;-1553309,300;40000
3398;3457171,611;-1553509,300;40000
3399;3457171,611;-1553709,300;40000
3400;3457171,611;-1553909,300;40000
3401;3457171,611;-1554109,300;40000
3402;3457171,611;-1554309,300;40000
3403;3457171,611;-1554509,300;40000
3404;3457171,611;-1554709,300;40000
3405;3457171,611;-1554909,300;40000
3406;3457171,611;-1555109,300;40000
3407;3457171,611;-1555309,300;40000
3408;3457171,611;-1555509,300;40000
3409;3457171,611;-1555709,300;40000
3410;3457171,611;-1555909,300;40000
3411;3457171,611;-1556109,300;40000
3412;3457171,611;-1556309,300;40000
3413;3457160,550;-1556495,560;40000
3414;3457132,965;-1556681,650;40000
3578;3457281,104;-1548597,990;40000
3579;3457358,093;-1548728,550;40000
3580;3457371,611;-1548909,300;40000
3581;3457371,611;-1549109,300;40000
3582;3457371,611;-1549309,300;40000
3583;3457371,611;-1549509,300;40000
3584;3457371,611;-1549709,300;40000
3585;3457371,611;-1549909,300;40000
3586;3457371,611;-1550109,300;40000
3587;3457371,611;-1550309,300;40000
3588;3457371,611;-1550509,300;40000
3589;3457371,611;-1550709,300;40000
3590;3457371,611;-1550909,300;40000
3591;3457371,611;-1551109,300;40000
3592;3457371,611;-1551309,300;40000
3593;3457371,611;-1551509,300;40000
3594;3457371,611;-1551709,300;40000
3595;3457371,611;-1551909,300;40000
3596;3457371,611;-1552109,300;40000
3597;3457371,611;-1552309,300;40000
3598;3457371,611;-1552509,300;40000
3599;3457371,611;-1552709,300;40000
3600;3457371,611;-1552909,300;40000
3601;3457371,611;-1553109,300;40000
3602;3457371,611;-1553309,300;40000
3603;3457371,611;-1553509,300;40000
3604;3457371,611;-1553709,300;40000
3605;3457371,611;-1553909,300;40000
3606;3457371,611;-1554109,300;40000
3607;3457371,611;-1554309,300;40000
3608;3457371,611;-1554509,300;40000
3609;3457371,611;-1554709,300;40000
3610;3457371,611;-1554909,300;40000
3611;3457371,611;-1555109,300;40000
3612;3457371,611;-1555309,300;40000
3613;3457371,611;-1555509,300;40000
3614;3457371,611;-1555709,300;40000
3615;3457371,611;-1555909,300;40000
3616;3457371,611;-1556109,300;40000
3617;3457371,611;-1556309,300;40000
3618;3457374,053;-1556480,040;40000
3784;3457539,349;-1548783,480;40000
3785;3457571,611;-1548909,300;40000
3786;3457571,611;-1549109,300;40000
3787;3457571,611;-1549309,300;40000
3788;3457571,611;-1549509,300;40000
3789;3457571,611;-1549709,300;40000
3790;3457571,611;-1549909,300;40000
3791;3457571,611;-1550109,300;40000
3792;3457571,611;-1550309,300;40000
3793;3457571,611;-1550509,300;40000
3794;3457571,611;-1550709,300;40000
3795;3457571,611;-1550909,300;40000
3796;3457571,611;-1551109,300;40000
3797;3457571,611;-1551309,300;40000
3798;3457571,611;-1551509,300;40000
3799;3457571,611;-1551709,300;40000
3800;3457571,611;-1551909,300;40000
3801;3457571,611;-1552109,300;40000
3802;3457571,611;-1552309,300;40000
3803;3457571,611;-1552509,300;40000
3804;3457571,611;-1552709,300;40000
3805;3457571,611;-1552909,300;40000
3806;3457571,611;-1553109,300;40000
3807;3457571,611;-1553309,300;40000
3808;3457571,611;-1553509,300;40000
3809;3457571,611;-1553709,300;40000
3810;3457571,611;-1553909,300;40000
3811;3457571,611;-1554109,300;40000
3812;3457571,611;-1554309,300;40000
3813;3457571,611;-1554509,300;40000
3814;3457571,611;-1554709,300;40000
3815;3457571,611;-1554909,300;40000
3816;3457571,611;-1555109,300;40000
3817;3457571,611;-1555309,300;40000
3818;3457571,611;-1555509,300;40000
3819;3457571,611;-1555709,300;40000
3820;3457571,611;-1555909,300;40000
3821;3457571,611;-1556109,300;40000
3822;3457571,611;-1556309,300;40000
3823;3457574,901;-1556492,080;40000
3989;3457679,719;-1548807,030;40000
3990;3457766,593;-1548919,430;40000
3991;3457771,611;-1549109,300;40000
3992;3457771,611;-1549309,300;40000
3993;3457771,611;-1549509,300;40000
3994;3457771,611;-1549709,300;40000
3995;3457771,611;-1549909,300;40000
3996;3457771,611;-1550109,300;40000
3997;3457771,611;-1550309,300;40000
3998;3457771,611;-1550509,300;40000
3999;3457771,611;-1550709,300;40000
4000;3457771,611;-1550909,300;40000
4001;3457771,611;-1551109,300;40000
4002;3457771,611;-1551309,300;40000
4003;3457771,611;-1551509,300;40000
4004;3457771,611;-1551709,300;40000
4005;3457771,611;-1551909,300;40000
4006;3457771,611;-1552109,300;40000
4007;3457771,611;-1552309,300;40000
4008;3457771,611;-1552509,300;40000
4009;3457771,611;-1552709,300;40000
4010;3457771,611;-1552909,300;40000
4011;3457771,611;-1553109,300;40000
4012;3457771,611;-1553309,300;40000
4013;3457771,611;-1553509,300;40000
4014;3457771,611;-1553709,300;40000
4015;3457771,611;-1553909,300;40000
4016;3457771,611;-1554109,300;40000
4017;3457771,611;-1554309,300;40000
4018;3457771,611;-1554509,300;40000
4019;3457771,611;-1554709,300;40000
4020;3457771,611;-1554909,300;40000
4021;3457771,611;-1555109,300;40000
4022;3457771,611;-1555309,300;40000
4023;3457771,611;-1555509,300;40000
4024;3457771,611;-1555709,300;40000
4025;3457771,611;-1555909,300;40000
4026;3457771,611;-1556109,300;40000
4027;3457771,611;-1556309,300;40000
4028;3457772,794;-1556507,800;40000
4029;3457845,326;-1556715,650;40000
4030;3457828,138;-1556903,530;40000
4195;3457969,625;-1548938,670;40000
4196;3457971,611;-1549109,300;40000
4197;3457971,611;-1549309,300;40000
4198;3457971,611;-1549509,300;40000
4199;3457971,611;-1549709,300;40000
4200;3457971,611;-1549909,300;40000
4201;3457971,611;-1550109,300;40000
4202;3457971,611;-1550309,300;40000
4203;3457971,611;-1550509,300;40000
4204;3457971,611;-1550709,300;40000
4205;3457971,611;-1550909,300;40000
4206;3457971,611;-1551109,300;40000
4207;3457971,611;-1551309,300;40000
4208;3457971,611;-1551509,300;40000
4209;3457971,611;-1551709,300;40000
4210;3457971,611;-1551909,300;40000
4211;3457971,611;-1552109,300;40000
4212;3457971,611;-1552309,300;40000
4213;3457971,611;-1552509,300;40000
4214;3457971,611;-1552709,300;40000
4215;3457971,611;-1552909,300;40000
4216;3457971,611;-1553109,300;40000
4217;3457971,611;-1553309,300;40000
4218;3457971,611;-1553509,300;40000
4219;3457971,611;-1553709,300;40000
4220;3457971,611;-1553909,300;40000
4221;3457971,611;-1554109,300;40000
4222;3457971,611;-1554309,300;40000
4223;3457971,611;-1554509,300;40000
4224;3457971,611;-1554709,300;40000
4225;3457971,611;-1554909,300;40000
4226;3457971,611;-1555109,300;40000
4227;3457971,611;-1555309,300;40000
4228;3457971,611;-1555509,300;40000
4229;3457971,611;-1555709,300;40000
4230;3457971,611;-1555909,300;40000
4231;3457971,611;-1556109,300;40000
4232;3457971,611;-1556309,300;40000
4233;3457971,611;-1556509,300;40000
4234;3457971,779;-1556709,350;40000
4235;3457971,611;-1556901,770;40000
4241;3458067,669;-1558202,080;40000
4242;3458057,018;-1558266,960;40000
4400;3458169,942;-1548946,600;40000
4401;3458171,611;-1549109,300;40000
4402;3458171,611;-1549309,300;40000
4403;3458171,611;-1549509,300;40000
4404;3458171,611;-1549709,300;40000
4405;3458171,611;-1549909,300;40000
4406;3458171,611;-1550109,300;40000
4407;3458171,611;-1550309,300;40000
4408;3458171,611;-1550509,300;40000
4409;3458171,611;-1550709,300;40000
4410;3458171,611;-1550909,300;40000
4411;3458171,611;-1551109,300;40000
4412;3458171,611;-1551309,300;40000
4413;3458171,611;-1551509,300;40000
4414;3458171,611;-1551709,300;40000
4415;3458171,611;-1551909,300;40000
4416;3458171,611;-1552109,300;40000
4417;3458171,611;-1552309,300;40000
4418;3458171,611;-1552509,300;40000
4419;3458171,611;-1552709,300;40000
4420;3458171,611;-1552909,300;40000
4421;3458171,611;-1553109,300;40000
4422;3458171,611;-1553309,300;40000
4423;3458171,611;-1553509,300;40000
4424;3458171,611;-1553709,300;40000
4425;3458171,611;-1553909,300;40000
4426;3458171,611;-1554109,300;40000
4427;3458171,611;-1554309,300;40000
4428;3458171,611;-1554509,300;40000
4429;3458171,611;-1554709,300;40000
4430;3458171,611;-1554909,300;40000
4431;3458171,611;-1555109,300;40000
4432;3458171,611;-1555309,300;40000
4433;3458171,611;-1555509,300;40000
4434;3458171,611;-1555709,300;40000
4435;3458171,611;-1555909,300;40000
4436;3458171,611;-1556109,300;40000
4437;3458171,611;-1556309,300;40000
4438;3458171,611;-1556509,300;40000
4439;3458171,611;-1556709,300;40000
4440;3458171,930;-1556902,110;40000
4444;3458260,818;-1557786,950;40000
4445;3458242,053;-1557926,710;40000
4446;3458190,938;-1558121,790;40000
4447;3458174,697;-1558306,570;40000
4448;3458213,053;-1558482,090;40000
4605;3458371,611;-1548948,560;40000
4606;3458371,611;-1549109,300;40000
4607;3458371,611;-1549309,300;40000
4608;3458371,611;-1549509,300;40000
4609;3458371,611;-1549709,300;40000
4610;3458371,611;-1549909,300;40000
4611;3458371,611;-1550109,300;40000
4612;3458371,611;-1550309,300;40000
4613;3458371,611;-1550509,300;40000
4614;3458371,611;-1550709,300;40000
4615;3458371,611;-1550909,300;40000
4616;3458371,611;-1551109,300;40000
4617;3458371,611;-1551309,300;40000
4618;3458371,611;-1551509,300;40000
4619;3458371,611;-1551709,300;40000
4620;3458371,611;-1551909,300;40000
4621;3458371,611;-1552109,300;40000
4622;3458371,611;-1552309,300;40000
4623;3458371,611;-1552509,300;40000
4624;3458371,611;-1552709,300;40000
4625;3458371,611;-1552909,300;40000
4626;3458371,611;-1553109,300;40000
4627;3458371,611;-1553309,300;40000
4628;3458371,611;-1553509,300;40000
4629;3458371,611;-1553709,300;40000
4630;3458371,611;-1553909,300;40000
4631;3458371,611;-1554109,300;40000
4632;3458371,611;-1554309,300;40000
4633;3458371,611;-1554509,300;40000
4634;3458371,611;-1554709,300;40000
4635;3458371,611;-1554909,300;40000
4636;3458371,611;-1555109,300;40000
4637;3458371,611;-1555309,300;40000
4638;3458371,611;-1555509,300;40000
4639;3458371,611;-1555709,300;40000
4640;3458371,611;-1555909,300;40000
4641;3458371,611;-1556109,300;40000
4642;3458371,611;-1556309,300;40000
4643;3458371,611;-1556509,300;40000
4644;3458371,611;-1556709,300;40000
4645;3458371,659;-1556909,250;40000
4646;3458421,606;-1557094,880;40000
4647;3458434,644;-1557309,890;40000
4648;3458421,779;-1557515,830;40000
4649;3458382,918;-1557717,640;40000
4650;3458371,611;-1557909,300;40000
4651;3458371,611;-1558109,300;40000
4652;3458371,611;-1558309,300;40000
4653;3458371,792;-1558509,120;40000
4654;3458412,451;-1558654,500;40000
4810;3458574,767;-1548943,820;40000
4811;3458571,611;-1549109,300;40000
4812;3458571,611;-1549309,300;40000
4813;3458571,611;-1549509,300;40000
4814;3458571,611;-1549709,300;40000
4815;3458571,611;-1549909,300;40000
4816;3458571,611;-1550109,300;40000
4817;3458571,611;-1550309,300;40000
4818;3458571,611;-1550509,300;40000
4819;3458571,611;-1550709,300;40000
4820;3458571,611;-1550909,300;40000
4821;3458571,611;-1551109,300;40000
4822;3458571,611;-1551309,300;40000
4823;3458571,611;-1551509,300;40000
4824;3458571,611;-1551709,300;40000
4825;3458571,611;-1551909,300;40000
4826;3458571,611;-1552109,300;40000
4827;3458571,611;-1552309,300;40000
4828;3458571,611;-1552509,300;40000
